Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
15738 PGOHUM00000233681 chrY - 7539786 7540789 532 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
15756 PGOHUM00000233701 chrY - 9085892 9086408 325 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Ambiguous
15758 PGOHUM00000249962 chrY - 9172127 9174089 552 18 15.353108 18 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15759 PGOHUM00000249963 chrY - 9192454 9194422 555 28 23.753517 28 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15760 PGOHUM00000249964 chrY - 9212734 9214700 851 17 9.405507 17 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15761 PGOHUM00000233707 chrY - 9233080 9235046 851 28 15.491424 28 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15762 PGOHUM00000261007 chrY - 9303289 9303582 294 18 28.826243 0 18 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Ambiguous
15763 PGOHUM00000261008 chrY - 9321926 9322759 557 10 8.452938 0 10 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15764 PGOHUM00000233709 chrY - 9342213 9344175 554 14 11.898197 14 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15765 PGOHUM00000233710 chrY - 9362540 9364505 555 28 23.753517 28 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15766 PGOHUM00000249965 chrY - 9394942 9395466 330 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
15770 PGOHUM00000233718 chrY - 9704300 9706277 565 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15842 PGOHUM00000233798 chrY - 23670346 23670758 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15843 PGOHUM00000233799 chrY - 23693886 23694298 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15848 PGOHUM00000233804 chrY - 24027430 24051533 324 247 358.934175 247 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Ambiguous
15849 PGOHUM00000233805 chrY - 24073667 24074678 606 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
15854 PGOHUM00000261027 chrY - 24315898 24316450 198 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Ambiguous
15855 PGOHUM00000249968 chrY - 24452068 24452412 258 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15856 PGOHUM00000233811 chrY - 24546705 24547117 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15860 PGOHUM00000249969 chrY - 24791141 24791607 378 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
15866 PGOHUM00000233823 chrY - 25683454 25684468 606 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
15921 PGOHUM00000249976 chrY - 28265571 28266037 378 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
15934 PGOHUM00000233896 chrY + 6174109 6176086 565 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15944 PGOHUM00000233907 chrY + 7548571 7548907 337 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Ambiguous
15947 PGOHUM00000261043 chrY + 8011246 8012240 519 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
15948 PGOHUM00000261044 chrY + 8149600 8150091 405 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15952 PGOHUM00000233917 chrY + 8783110 8784110 520 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
15956 PGOHUM00000249978 chrY + 9165017 9165361 262 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15961 PGOHUM00000233925 chrY + 9463473 9463812 253 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Ambiguous
15963 PGOHUM00000233927 chrY + 9738209 9738727 324 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
15964 PGOHUM00000233928 chrY + 9746769 9748724 543 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15966 PGOHUM00000249979 chrY + 9875467 9875819 268 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
15967 PGOHUM00000249980 chrY + 9896343 9896867 330 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Ambiguous
15968 PGOHUM00000261048 chrY + 9907775 9908067 293 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Ambiguous
16044 PGOHUM00000234010 chrY + 23479487 23480392 417 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
16045 PGOHUM00000261060 chrY + 23570725 23571069 253 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
16049 PGOHUM00000234013 chrY + 23685901 23710004 324 273 396.71672 0 273 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Ambiguous
16052 PGOHUM00000234016 chrY + 24043137 24043549 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
16053 PGOHUM00000234017 chrY + 24066678 24067090 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
16054 PGOHUM00000249987 chrY + 24087080 24087546 378 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
16058 PGOHUM00000234023 chrY + 24331593 24332005 330 0 0 0 0 ENSP00000416616_ENST00000423213 chrY - 9301460 9323892 765 4850 2984.991999 4840 10 Duplicated
16061 PGOHUM00000261067 chrY + 24562265 24562817 198 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Ambiguous
16066 PGOHUM00000234030 chrY + 24804011 24805025 606 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated
16075 PGOHUM00000249989 chrY + 25696872 25697338 378 0 0 0 0 ENSP00000409267_ENST00000450145 chrY - 9293011 9323892 780 2134 1288.138855 2116 18 Duplicated
16129 PGOHUM00000234098 chrY + 28278440 28279454 606 0 0 0 0 ENSP00000388006_ENST00000439108 chrY + 23673257 23711209 1885 8460 2113.108886 8187 273 Duplicated



